"","accepted_symbol","scientific_name","fire_resistance","growth_rate","height","drought_tolerance","fire_tolerance","moisture_use","planting_density","root_depth","bloom_period","growth_habit","growth_period"
"1373","PANI3","Paspalum nicorae","No","Rapid",2,"Low","High","Medium",19000,12,"Late Spring","Graminoid","Fall"
"1374","PANOS","Paspalum notatum var. saurae","Yes","Rapid",2,"High","High","Low",19000,20,"Early Summer","Graminoid","Summer"
"1375","PAPL3","Paspalum plicatulum","No","Moderate",3,"Low","Medium","Low",43560,4,"Summer","Graminoid","Spring"
"1376","PALU2","Passiflora lutea","No","Rapid",16,"Low","Low","Low",3450,12,"Summer","Vine","Spring"
"1377","PALU2","Passiflora lutea","No","Rapid",16,"Low","Low","Low",3450,12,"Summer","Forb/herb","Spring"
"1378","PECA","Pedicularis canadensis","No","Moderate",1,"Low","Medium","Medium",43560,6,"Late Spring","Subshrub","Spring"
"1379","PECA","Pedicularis canadensis","No","Moderate",1,"Low","Medium","Medium",43560,6,"Late Spring","Forb/herb","Spring"
"1380","PEVI","Peltandra virginica","Yes","Slow",2,"None","None","High",19000,16,"Spring","Forb/herb","Spring"
"1381","PEAL","Pennisetum alopecuroides","No","Moderate",3,"Medium","Low","Low",2700,10,"Mid Summer","Graminoid","Summer"
"1382","PEFL18","Pennisetum flaccidum","No","Rapid",4,"Medium","High","Medium",4800,16,"Mid Summer","Graminoid","Summer"
"1383","PEPU2","Pennisetum purpureum","No","Rapid",10,"High","High","Medium",4800,14,"Mid Summer","Graminoid","Summer"
"1384","PESE3","Pennisetum setaceum","No","Moderate",4,"High","High","Low",4800,12,"Mid Summer","Graminoid","Summer"
"1385","PEAL11","Penstemon albertinus","Yes","Rapid",2,"Low","Low","Medium",4800,6,"Summer","Subshrub","Summer"
"1386","PEAL11","Penstemon albertinus","Yes","Rapid",2,"Low","Low","Medium",4800,6,"Summer","Forb/herb","Summer"
"1387","PEAN4","Penstemon angustifolius","Yes","Rapid",3,"High","None","Low",30000,6,"Spring","Subshrub","Spring"
"1388","PEAN4","Penstemon angustifolius","Yes","Rapid",3,"High","None","Low",30000,6,"Spring","Forb/herb","Spring"
"1389","PECO6","Penstemon confertus","No","Rapid",2,"Low","High","Medium",2700,6,"Mid Summer","Subshrub","Spring"
"1390","PECO6","Penstemon confertus","No","Rapid",2,"Low","High","Medium",2700,6,"Mid Summer","Forb/herb","Spring"
"1391","PEDI","Penstemon digitalis","No","Moderate",4,"High","Medium","Low",4800,8,"Late Spring","Forb/herb","Spring"
"1392","PEEA","Penstemon eatonii","No","Rapid",4,"Medium","Medium","Low",2700,6,"Early Summer","Forb/herb","Spring"
"1393","PEFR3","Penstemon fruticosus","No","Moderate",2,"Medium","Medium","Medium",2700,12,"Mid Spring","Subshrub","Spring"
"1394","PEHEP","Penstemon heterophyllus ssp. purdyi","No","Moderate",2,"Medium","Medium","Medium",2700,12,"Mid Spring","Subshrub","Spring"
"1395","PEHEP","Penstemon heterophyllus ssp. purdyi","No","Moderate",2,"Medium","Medium","Medium",2700,12,"Mid Spring","Forb/herb","Spring"
"1396","PELA7","Penstemon laetus","No","Moderate",2,"High","Medium","Medium",2700,12,"Late Spring","Subshrub","Spring"
"1397","PELA7","Penstemon laetus","No","Moderate",2,"High","Medium","Medium",2700,12,"Late Spring","Forb/herb","Spring"
"1398","PENE3","Penstemon newberryi","No","Slow",1,"High","Medium","Low",2700,19,"Mid Spring","Forb/herb","Spring"
"1399","PENE3","Penstemon newberryi","No","Slow",1,"High","Medium","Low",2700,19,"Mid Spring","Subshrub","Spring"
"1400","PEPA8","Penstemon palmeri","No","Moderate",4,"High","High","Low",4800,14,"Late Spring","Subshrub","Spring"
"1401","PEPA8","Penstemon palmeri","No","Moderate",4,"High","High","Low",4800,14,"Late Spring","Forb/herb","Spring"
"1402","PEVE2","Penstemon venustus","No","Rapid",2,"None","Low","Medium",4800,6,"Early Summer","Subshrub","Spring"
"1403","PEVE2","Penstemon venustus","No","Rapid",2,"None","Low","Medium",4800,6,"Early Summer","Shrub","Spring"
"1404","PEVE2","Penstemon venustus","No","Rapid",2,"None","Low","Medium",4800,6,"Early Summer","Forb/herb","Spring"
"1405","PEWH","Penstemon whippleanus","No","Rapid",3,"Medium","High","Medium",4800,6,"Late Summer","Subshrub","Spring"
"1406","PEWH","Penstemon whippleanus","No","Rapid",3,"Medium","High","Medium",4800,6,"Late Summer","Forb/herb","Spring"
"1407","PEBO","Persea borbonia","Yes","Moderate",70,"Low","None","High",1200,24,"Late Spring","Tree","Spring"
"1408","PEBO","Persea borbonia","Yes","Moderate",70,"Low","None","High",1200,24,"Late Spring","Shrub","Spring"
"1409","PEPA37","Persea palustris","No","Moderate",35,"Low","Medium","High",1200,24,"Early Spring","Shrub","Spring"
"1410","PEPA37","Persea palustris","No","Moderate",35,"Low","Medium","High",1200,24,"Early Spring","Tree","Spring"
"1411","PHAR3","Phalaris arundinacea","No","Rapid",6,"Medium","Medium","High",4800,14,"Late Spring","Graminoid","Spring"
"1412","PHAR3","Phalaris arundinacea","No","Rapid",6,"Medium","Medium","High",4800,14,"Late Spring","Graminoid","Summer"
"1413","PHAR3","Phalaris arundinacea","No","Rapid",6,"Medium","Medium","High",4800,14,"Late Spring","Graminoid","Fall"
"1414","PHCO7","Philadelphus coronarius","No","Moderate",8,"Low","Low","Medium",2700,24,"Late Spring","Shrub","Spring"
"1415","PHLE4","Philadelphus lewisii","No","Moderate",12,"Medium","Low","Low",1200,6,"Late Spring","Shrub","Spring"
"1416","PHMI4","Philadelphus microphyllus","No","Moderate",15,"High","None","Low",700,6,"Spring","Shrub","Spring"
"1417","PHDI3","Phlox diffusa","No","Slow",0,"High","Medium","Low",4800,15,"Late Spring","Subshrub","Spring"
"1418","PHDI3","Phlox diffusa","No","Slow",0,"High","Medium","Low",4800,15,"Late Spring","Forb/herb","Spring"
"1419","PHDI5","Phlox divaricata","No","Rapid",3,"Low","High","Medium",11000,14,"Mid Summer","Forb/herb","Spring"
"1420","PHGL4","Phlox glaberrima","No","Moderate",3,"Low","High","High",4800,8,"Late Spring","Forb/herb","Spring"
"1421","PHLO2","Phlox longifolia","No","Slow",1,"High","Medium","Low",11000,15,"Late Spring","Subshrub","Spring"
"1422","PHLO2","Phlox longifolia","No","Slow",1,"High","Medium","Low",11000,15,"Late Spring","Forb/herb","Spring"
"1423","PHMAM","Phlox maculata ssp. maculata","No","Moderate",2,"Medium","High","Medium",4800,11,"Mid Summer","Forb/herb","Spring"
"1424","PHMAM","Phlox maculata ssp. maculata","No","Moderate",2,"Medium","High","Medium",4800,11,"Mid Summer","Forb/herb","Summer"
"1425","PHMAM","Phlox maculata ssp. maculata","No","Moderate",2,"Medium","High","Medium",4800,11,"Mid Summer","Forb/herb","Fall"
"1426","PHSU3","Phlox subulata","Yes","Rapid",0,"Low","High","High",19000,8,"Early Spring","Subshrub","Spring"
"1427","PHSU3","Phlox subulata","Yes","Rapid",0,"Low","High","High",19000,8,"Early Spring","Subshrub","Summer"
"1428","PHSU3","Phlox subulata","Yes","Rapid",0,"Low","High","High",19000,8,"Early Spring","Subshrub","Fall"
"1429","PHSU3","Phlox subulata","Yes","Rapid",0,"Low","High","High",19000,8,"Early Spring","Forb/herb","Spring"
"1430","PHSU3","Phlox subulata","Yes","Rapid",0,"Low","High","High",19000,8,"Early Spring","Forb/herb","Summer"
"1431","PHSU3","Phlox subulata","Yes","Rapid",0,"Low","High","High",19000,8,"Early Spring","Forb/herb","Fall"
"1432","PHAU7","Phragmites australis","No","Rapid",13,"Low","High","Medium",4800,20,"Summer","Subshrub","Spring"
"1433","PHAU7","Phragmites australis","No","Rapid",13,"Low","High","Medium",4800,20,"Summer","Shrub","Spring"
"1434","PHAU7","Phragmites australis","No","Rapid",13,"Low","High","Medium",4800,20,"Summer","Graminoid","Spring"
"1435","PHNO2","Phyla nodiflora","Yes","Rapid",0,"Medium","None","Low",4800,6,"Indeterminate","Forb/herb","Summer"
"1436","PHBR4","Phyllodoce breweri","Yes","Slow",1,"None","Medium","High",19000,6,"Summer","Subshrub","Spring"
"1437","PHBR4","Phyllodoce breweri","Yes","Slow",1,"None","Medium","High",19000,6,"Summer","Shrub","Spring"
"1438","PHCA11","Physocarpus capitatus","No","Rapid",8,"Low","None","Low",1200,20,"Late Spring","Shrub","Spring"
"1439","PHMA5","Physocarpus malvaceus","No","Rapid",15,"High","High","Low",1200,24,"Late Spring","Shrub","Spring"
"1440","PHOP","Physocarpus opulifolius","No","Slow",10,"High","Medium","Low",1200,14,"Late Spring","Shrub","Spring"
"1441","PIAB","Picea abies","No","Slow",130,"Medium","Low","Medium",700,28,"Mid Spring","Tree","Spring"
"1442","PIBR","Picea breweriana","No","Slow",100,"Low","Low","Medium",700,20,"Early Summer","Tree","Spring"
"1443","PIEN","Picea engelmannii","No","Slow",120,"Low","Low","Medium",700,20,"Late Spring","Tree","Spring"
"1444","PIGL","Picea glauca","No","Slow",100,"High","Low","Medium",700,30,"Late Spring","Tree","Summer"
"1445","PIMA","Picea mariana","No","Slow",65,"Low","None","High",700,16,"Late Spring","Tree","Summer"
"1446","PIPU","Picea pungens","No","Slow",100,"Medium","Low","Medium",700,18,"Late Spring","Tree","Spring"
"1447","PIRU","Picea rubens","No","Moderate",110,"Medium","None","Medium",700,13,"Mid Spring","Tree","Spring"
"1448","PISI","Picea sitchensis","No","Moderate",200,"Low","None","Medium",700,30,"Late Spring","Tree","Spring"
"1449","PIDE4","Picrothamnus desertorum","No","Slow",2,"High","Low","Low",1700,20,"Mid Spring","Subshrub","Spring"
"1450","PIDE4","Picrothamnus desertorum","No","Slow",2,"High","Low","Low",1700,20,"Mid Spring","Shrub","Spring"
"1451","PIAL","Pinus albicaulis","No","Slow",65,"High","None","Medium",430,16,"Mid Summer","Tree","Summer"
"1452","PIAR","Pinus aristata","No","Slow",40,"High","High","Low",700,30,"Mid Summer","Tree","Spring"
"1453","PIBA2","Pinus banksiana","No","Rapid",80,"Low","None","Low",1200,20,"Late Spring","Tree","Spring"
"1454","PICE","Pinus cembroides","No","Slow",25,"High","Low","Low",170,12,"Spring","Tree","Summer"
"1455","PICL","Pinus clausa","No","Slow",80,"Low","Low","Medium",700,28,"Fall","Tree","Spring"
"1456","PICL","Pinus clausa","No","Slow",80,"Low","Low","Medium",700,28,"Fall","Tree","Summer"
"1457","PICL","Pinus clausa","No","Slow",80,"Low","Low","Medium",700,28,"Fall","Tree","Fall"
"1458","PICO","Pinus contorta","No","Rapid",99,"Low","Low","Medium",700,20,"Mid Summer","Tree","Spring"
"1459","PICOC","Pinus contorta var. contorta","No","Rapid",50,"Medium","None","Medium",1200,20,"Late Spring","Tree","Spring"
"1460","PICO3","Pinus coulteri","No","Slow",80,"Low","Low","Medium",1200,40,"Late Spring","Tree","Spring"
"1461","PIEC2","Pinus echinata","No","Rapid",100,"Medium","High","Medium",1200,24,"Mid Spring","Tree","Spring"
"1462","PIED","Pinus edulis","No","Slow",50,"High","Low","Low",600,20,"Early Summer","Tree","Spring"
"1463","PIEL","Pinus elliottii","Yes","Rapid",100,"Low","Low","Medium",1200,40,"Winter","Tree","Spring"
"1464","PIFL2","Pinus flexilis","No","Slow",66,"High","Low","Low",1200,20,"Summer","Tree","Summer"
"1465","PIGL2","Pinus glabra","No","Rapid",90,"Low","None","Medium",1200,30,"Late Spring","Tree","Spring"
"1466","PIJE","Pinus jeffreyi","Yes","Rapid",180,"Medium","Medium","Medium",1200,40,"Late Spring","Tree","Spring"
"1467","PILA","Pinus lambertiana","No","Rapid",229,"Medium","Low","Medium",1200,40,"Spring","Tree","Spring"
"1468","PILA","Pinus lambertiana","No","Rapid",229,"Medium","Low","Medium",1200,40,"Spring","Tree","Summer"
"1469","PILA","Pinus lambertiana","No","Rapid",229,"Medium","Low","Medium",1200,40,"Spring","Tree","Fall"
"1470","PIMO","Pinus monophylla","No","Slow",50,"High","Low","Low",600,40,"Mid Spring","Tree","Spring"
"1471","PIMO3","Pinus monticola","No","Rapid",200,"Low","Low","Medium",1200,40,"Mid Spring","Tree","Spring"
"1472","PIMU","Pinus muricata","No","Rapid",90,"Low","High","Medium",1200,42,"Mid Spring","Tree","Spring"
"1473","PINI","Pinus nigra","No","Moderate",120,"Medium","Low","Medium",1200,40,"Late Spring","Tree","Spring"
"1474","PIPA2","Pinus palustris","Yes","Rapid",120,"Medium","Medium","Medium",1200,40,"Late Winter","Tree","Spring"
"1475","PIPO","Pinus ponderosa","Yes","Moderate",223,"High","High","Medium",1200,20,"Mid Spring","Tree","Spring"
"1476","PIRA2","Pinus radiata","No","Rapid",120,"Low","None","High",1200,30,"Late Winter","Tree","Spring"
"1477","PIRE","Pinus resinosa","Yes","Rapid",80,"Low","Low","Low",1200,40,"Spring","Tree","Spring"
"1478","PIRI","Pinus rigida","Yes","Rapid",80,"Medium","Low","Low",1200,20,"Spring","Tree","Spring"
"1479","PISA2","Pinus sabiniana","No","Slow",80,"High","Low","Low",1200,40,"Early Spring","Tree","Spring"
"1480","PISE","Pinus serotina","No","Moderate",80,"None","Medium","Medium",1200,20,"Late Spring","Tree","Spring"
"1481","PIST","Pinus strobus","No","Rapid",150,"None","None","Medium",1200,40,"Late Spring","Tree","Spring"
"1482","PISY","Pinus sylvestris","No","Rapid",110,"Medium","Low","Medium",1200,20,"Mid Spring","Tree","Spring"
"1483","PITA","Pinus taeda","Yes","Rapid",100,"Low","High","High",1200,35,"Mid Spring","Tree","Spring"
"1484","PIVI2","Pinus virginiana","No","Rapid",70,"High","Medium","Low",800,20,"Mid Spring","Tree","Spring"
"1485","PITO2","Pittosporum tobira","Yes","Moderate",20,"High","None","Medium",1200,18,"Late Spring","Tree","Spring"
"1486","PITO2","Pittosporum tobira","Yes","Moderate",20,"High","None","Medium",1200,18,"Late Spring","Tree","Summer"
"1487","PITO2","Pittosporum tobira","Yes","Moderate",20,"High","None","Medium",1200,18,"Late Spring","Tree","Fall"
"1488","PITO2","Pittosporum tobira","Yes","Moderate",20,"High","None","Medium",1200,18,"Late Spring","Shrub","Spring"
"1489","PITO2","Pittosporum tobira","Yes","Moderate",20,"High","None","Medium",1200,18,"Late Spring","Shrub","Summer"
"1490","PITO2","Pittosporum tobira","Yes","Moderate",20,"High","None","Medium",1200,18,"Late Spring","Shrub","Fall"
"1491","PIVI5","Pittosporum viridiflorum","Yes","Moderate",25,"High","None","Medium",1200,16,"Late Spring","Tree","Spring"
"1492","PIVI5","Pittosporum viridiflorum","Yes","Moderate",25,"High","None","Medium",1200,16,"Late Spring","Tree","Summer"
"1493","PIVI5","Pittosporum viridiflorum","Yes","Moderate",25,"High","None","Medium",1200,16,"Late Spring","Tree","Fall"
"1494","PIGR4","Pityopsis graminifolia","No","Slow",3,"High","High","Medium",4800,10,"Late Spring","Forb/herb","Spring"
"1495","PLAQ","Planera aquatica","No","Slow",50,"Low","Low","Medium",800,18,"Early Spring","Tree","Spring"
"1496","PLMA2","Plantago major","No","Moderate",0,"Medium","High","Medium",18000,4,"Late Spring","Forb/herb","Spring"
"1497","PLOC","Platanus occidentalis","No","Rapid",100,"Low","Medium","High",800,30,"Spring","Tree","Spring"
"1498","PLRA","Platanus racemosa","No","Slow",75,"Medium","Low","Medium",800,36,"Mid Spring","Tree","Spring"
"1499","PLWR2","Platanus wrightii","No","Slow",80,"High","Low","Low",800,36,"Early Spring","Tree","Spring"
"1500","PLOR80","Platycladus orientalis","No","Rapid",50,"Medium","None","Medium",1200,20,"Mid Spring","Tree","Spring"
"1501","PLOR80","Platycladus orientalis","No","Rapid",50,"Medium","None","Medium",1200,20,"Mid Spring","Shrub","Spring"
"1502","PLMU3","Pleuraphis mutica","No","Rapid",2,"Medium","High","Low",19000,12,"Indeterminate","Graminoid","Spring"
"1503","PLODO","Pluchea odorata var. odorata","No","Moderate",5,"Medium","Medium","Medium",1200,14,"Indeterminate","Forb/herb","Summer"
"1504","PLODO","Pluchea odorata var. odorata","No","Moderate",5,"Medium","Medium","Medium",1200,14,"Indeterminate","Subshrub","Summer"
"1505","POAU","Poa autumnalis","No","Moderate",2,"Low","High","Medium",19000,10,"Late Spring","Graminoid","Spring"
"1506","POPR","Poa pratensis","No","Rapid",1,"High","None","Medium",43560,10,"Mid Spring","Graminoid","Spring"
"1507","POPR","Poa pratensis","No","Rapid",1,"High","None","Medium",43560,10,"Mid Spring","Graminoid","Summer"
"1508","POPR","Poa pratensis","No","Rapid",1,"High","None","Medium",43560,10,"Mid Spring","Graminoid","Fall"
"1509","POMA32","Podocarpus macrophyllus","No","Rapid",40,"Low","None","Medium",1200,12,"Late Spring","Tree","Spring"
"1510","POOC2","Polemonium occidentale","No","Moderate",3,"None","High","High",4800,10,"Late Spring","Forb/herb","Spring"
"1511","POBI5","Polygonum bistorta","No","Moderate",1,"Low","Low","Medium",4800,16,"Mid Spring","Forb/herb","Spring"
"1512","POBI6","Polygonum bistortoides","No","Moderate",2,"None","Low","High",4800,16,"Mid Spring","Forb/herb","Spring"
"1513","POVI3","Polygonum viviparum","No","Moderate",1,"None","Low","High",4800,14,"Mid Spring","Forb/herb","Spring"
"1514","POCA19","Populus ×canadensis","No","Rapid",120,"Medium","High","High",800,24,"Early Spring","Tree","Spring"
"1515","POAL7","Populus alba","No","Rapid",100,"Medium","High","High",300,24,"Early Spring","Tree","Spring"
"1516","POAN3","Populus angustifolia","No","Rapid",60,"Low","Medium","High",700,12,"Spring","Tree","Summer"
"1517","POBA2","Populus balsamifera","Yes","Rapid",80,"Low","High","High",800,30,"Late Spring","Tree","Spring"
"1518","POBAT","Populus balsamifera ssp. trichocarpa","No","Rapid",100,"Low","Low","High",800,30,"Mid Spring","Tree","Spring"
"1519","PODE3","Populus deltoides","No","Rapid",130,"Low","Medium","High",800,32,"Mid Spring","Tree","Spring"
"1520","PODEM","Populus deltoides ssp. monilifera","No","Rapid",85,"High","Low","High",800,24,"Mid Spring","Tree","Spring"
"1521","POFR2","Populus fremontii","No","Rapid",90,"Medium","Medium","High",800,32,"Early Spring","Tree","Spring"
"1522","POGR4","Populus grandidentata","No","Rapid",65,"Low","High","High",800,20,"Mid Spring","Tree","Spring"
"1523","POHE4","Populus heterophylla","No","Moderate",100,"Low","Medium","High",1200,24,"Mid Spring","Tree","Spring"
"1524","PONI","Populus nigra","No","Rapid",190,"Low","High","High",1200,32,"Early Spring","Tree","Spring"
"1525","POTR5","Populus tremuloides","Yes","Rapid",65,"Low","High","High",1200,32,"Mid Spring","Tree","Spring"
"1526","POAR7","Potentilla arguta","No","Moderate",3,"Low","Low","Medium",4800,10,"Late Spring","Forb/herb","Spring"
"1527","POAR7","Potentilla arguta","No","Moderate",3,"Low","Low","Medium",4800,10,"Late Spring","Subshrub","Spring"
"1528","PODI2","Potentilla diversifolia","No","Moderate",3,"Low","Low","Medium",4800,8,"Late Spring","Forb/herb","Spring"
"1529","POGL9","Potentilla glandulosa","No","Moderate",2,"Low","Low","Low",4800,8,"Late Spring","Subshrub","Spring"
"1530","POGL9","Potentilla glandulosa","No","Moderate",2,"Low","Low","Low",4800,8,"Late Spring","Forb/herb","Spring"
"1531","POGR9","Potentilla gracilis","No","Moderate",2,"Medium","None","Low",10912,4,"Early Summer","Subshrub","Spring"
"1532","POGR9","Potentilla gracilis","No","Moderate",2,"Medium","None","Low",10912,4,"Early Summer","Forb/herb","Spring"
"1533","POPL","Potentilla plattensis","No","Moderate",0,"Low","Low","Medium",48000,8,"Late Spring","Forb/herb","Spring"
"1534","PRIN","Primula incana","No","Moderate",1,"Low","Low","High",11000,6,"Late Spring","Forb/herb","Spring"
"1535","PRGLG","Prosopis glandulosa var. glandulosa","Yes","Rapid",50,"High","High","Low",170,12,"Early Spring","Tree","Spring"
"1536","PRGLG","Prosopis glandulosa var. glandulosa","Yes","Rapid",50,"High","High","Low",170,12,"Early Spring","Shrub","Spring"
"1537","PRPU","Prosopis pubescens","No","Rapid",25,"Medium","Medium","Medium",1200,24,"Early Spring","Tree","Spring"
